,year,disease,cdc_link
2274,2022,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
2275,2022,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
2276,2022,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
2277,2022,Congenital syphilis,https://ndc.services.cdc.gov/conditions/congenital-syphilis/
2278,2022,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
2279,2022,Coronavirus Disease 2019 (COVID-19),https://ndc.services.cdc.gov/conditions/coronavirus-disease-2019-covid-19/
2280,2022,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
2281,2022,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
2282,2022,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
2283,2022,Dengue,https://ndc.services.cdc.gov/conditions/dengue/
2284,2022,Dengue-like illness,https://ndc.services.cdc.gov/conditions/dengue-like-illness/
2285,2022,Severe dengue,https://ndc.services.cdc.gov/conditions/severe-dengue/
2286,2022,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
2287,2022,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
2288,2022,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
2289,2022,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
2290,2022,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
2291,2022,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
2292,2022,Foodborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/foodborne-disease-outbreak/
2293,2022,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
2294,2022,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
2295,2022,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
2296,2022,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
2297,2022,"Hantavirus infection, non-Hantavirus pulmonary syndrome",https://ndc.services.cdc.gov/conditions/hantavirus-infection-non-hantavirus-pulmonary-syndrome/
2298,2022,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
2299,2022,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
2300,2022,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
2301,2022,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
2302,2022,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
2303,2022,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
2304,2022,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
2305,2022,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
2306,2022,"Hepatitis C, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-c-perinatal-infection/
2307,2022,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
2308,2022,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
2309,2022,Invasive pneumococcal disease,https://ndc.services.cdc.gov/conditions/invasive-pneumococcal-disease/
2310,2022,"Lead, elevated blood levels",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels/
2311,2022,"Lead, elevated blood levels, adult (≥16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-adult/
2312,2022,"Lead, elevated blood levels, children (<16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-children/
2313,2022,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
2314,2022,Leptospirosis,https://ndc.services.cdc.gov/conditions/leptospirosis/
2315,2022,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
2316,2022,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
2317,2022,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
2318,2022,Measles,https://ndc.services.cdc.gov/conditions/measles/
2319,2022,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
2320,2022,Mpox virus infection,https://ndc.services.cdc.gov/conditions/mpox-virus-infection/
2321,2022,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
2322,2022,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
2323,2022,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
2324,2022,"Pesticide-related illness and injury, acute",https://ndc.services.cdc.gov/conditions/pesticide-related-illness-and-injury-acute/
2325,2022,Plague,https://ndc.services.cdc.gov/conditions/plague/
2326,2022,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
2327,2022,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
2328,2022,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
2329,2022,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
2330,2022,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
2331,2022,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
2332,2022,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
2333,2022,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
2334,2022,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
2335,2022,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
2336,2022,"Salmonella Paratyphi infection (Salmonella enterica serotypes Paratyphi A, B [tartrate negative], and C [S. Paratyphi])",https://ndc.services.cdc.gov/conditions/salmonella-paratyphi-infection-salmonella-enterica-serotypes-paratyphi-a-b-tartrate-negative-and-c-s-paratyphi/
2337,2022,Salmonella Typhi infection (Salmonella enterica serotype Typhi),https://ndc.services.cdc.gov/conditions/salmonella-typhi-infection-salmonella-enterica-serotype-typhi/
2338,2022,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
2339,2022,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
2340,2022,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
2341,2022,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
2342,2022,Silicosis,https://ndc.services.cdc.gov/conditions/silicosis/
2343,2022,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
2344,2022,Spotted fever rickettsiosis,https://ndc.services.cdc.gov/conditions/spotted-fever-rickettsiosis/
2345,2022,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
2346,2022,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
2347,2022,"Syphilis, early non-primary non-secondary",https://ndc.services.cdc.gov/conditions/syphilis-early-non-primary-non-secondary/
2348,2022,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
2349,2022,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
2350,2022,"Syphilis, unknown duration or late",https://ndc.services.cdc.gov/conditions/syphilis-unknown-duration-or-late/
2351,2022,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
2352,2022,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
2353,2022,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
2354,2022,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
2355,2022,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
2356,2022,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
2357,2022,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
2358,2022,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
2359,2022,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
2360,2022,Viral hemorrhagic fever,https://ndc.services.cdc.gov/conditions/viral-hemorrhagic-fever/
2361,2022,Crimean-Congo hemorrhagic fever virus,https://ndc.services.cdc.gov/conditions/crimean-congo-hemorrhagic-fever-virus/
2362,2022,Ebola virus,https://ndc.services.cdc.gov/conditions/ebola-virus/
2363,2022,Lassa virus,https://ndc.services.cdc.gov/conditions/lassa-virus/
2364,2022,Lujo virus,https://ndc.services.cdc.gov/conditions/lujo-virus/
2365,2022,Marburg virus,https://ndc.services.cdc.gov/conditions/marburg-virus/
2366,2022,New World arenavirus - Chapare virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-chapare-virus/
2367,2022,New World arenavirus – Guanarito virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-guanarito-virus/
2368,2022,New World arenavirus – Junin virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-junin-virus/
2369,2022,New World arenavirus – Machupo virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-machupo-virus/
2370,2022,New World arenavirus – Sabia virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-sabia-virus/
2371,2022,Waterborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/waterborne-disease-outbreak/
2372,2022,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
2373,2022,Zika virus disease and Zika virus infection,https://ndc.services.cdc.gov/conditions/zika-virus-disease-and-zika-virus-infection/
2374,2022,"Zika virus disease, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-congenital/
2375,2022,"Zika virus disease, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-non-congenital/
2376,2022,"Zika virus infection, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-congenital/
2377,2022,"Zika virus infection, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-non-congenital/
2378,2023,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
2379,2023,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
2380,2023,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
2381,2023,Chikungunya virus disease,https://ndc.services.cdc.gov/conditions/chikungunya-virus-disease/
2382,2023,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
2383,2023,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
2384,2023,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
2385,2023,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
2386,2023,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
2387,2023,Babesiosis,https://ndc.services.cdc.gov/conditions/babesiosis/
2388,2023,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
2389,2023,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
2390,2023,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
2391,2023,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
2392,2023,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
2393,2023,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
2394,2023,Campylobacteriosis,https://ndc.services.cdc.gov/conditions/campylobacteriosis/
2395,2023,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
2396,2023,"Candida auris, clinical",https://ndc.services.cdc.gov/conditions/candida-auris-clinical/
2397,2023,"Candida auris, screening",https://ndc.services.cdc.gov/conditions/candida-auris-screening/
2398,2023,Carbapenemase-Producing Organisms (CPO),https://ndc.services.cdc.gov/conditions/carbapenemase-producing-organisms-cpo/
2399,2023,"Carbapenemase-Producing Organisms, clinical",https://ndc.services.cdc.gov/conditions/carbapenemase-producing-organisms-clinical/
2400,2023,"Carbapenemase-Producing Organisms, screening",https://ndc.services.cdc.gov/conditions/carbapenemase-producing-organisms-screening/
2401,2023,Carbon monoxide poisoning,https://ndc.services.cdc.gov/conditions/carbon-monoxide-poisoning/
2402,2023,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
2403,2023,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
2404,2023,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
2405,2023,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
2406,2023,Congenital syphilis,https://ndc.services.cdc.gov/conditions/congenital-syphilis/
2407,2023,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
2408,2023,Coronavirus Disease 2019 (COVID-19),https://ndc.services.cdc.gov/conditions/coronavirus-disease-2019-covid-19/
2409,2023,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
2410,2023,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
2411,2023,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
2412,2023,Dengue,https://ndc.services.cdc.gov/conditions/dengue/
2413,2023,Dengue-like illness,https://ndc.services.cdc.gov/conditions/dengue-like-illness/
2414,2023,Severe dengue,https://ndc.services.cdc.gov/conditions/severe-dengue/
2415,2023,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
2416,2023,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
2417,2023,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
2418,2023,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
2419,2023,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
2420,2023,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
2421,2023,Foodborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/foodborne-disease-outbreak/
2422,2023,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
2423,2023,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
2424,2023,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
2425,2023,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
2426,2023,"Hantavirus infection, non-Hantavirus pulmonary syndrome",https://ndc.services.cdc.gov/conditions/hantavirus-infection-non-hantavirus-pulmonary-syndrome/
2427,2023,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
2428,2023,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
2429,2023,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
2430,2023,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
2431,2023,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
2432,2023,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
2433,2023,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
2434,2023,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
2435,2023,"Hepatitis C, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-c-perinatal-infection/
2436,2023,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
2437,2023,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
2438,2023,Invasive pneumococcal disease,https://ndc.services.cdc.gov/conditions/invasive-pneumococcal-disease/
2439,2023,Lead in Blood,https://ndc.services.cdc.gov/conditions/lead-in-blood/
2440,2023,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
2441,2023,Leptospirosis,https://ndc.services.cdc.gov/conditions/leptospirosis/
2442,2023,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
2443,2023,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
2444,2023,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
2445,2023,Measles,https://ndc.services.cdc.gov/conditions/measles/
2446,2023,Melioidosis,https://ndc.services.cdc.gov/conditions/melioidosis/
2447,2023,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
2448,2023,Mpox virus infection,https://ndc.services.cdc.gov/conditions/mpox-virus-infection/
2449,2023,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
2450,2023,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
2451,2023,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
2452,2023,"Pesticide-related illness and injury, acute",https://ndc.services.cdc.gov/conditions/pesticide-related-illness-and-injury-acute/
2453,2023,Plague,https://ndc.services.cdc.gov/conditions/plague/
2454,2023,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
2455,2023,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
2456,2023,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
2457,2023,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
2458,2023,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
2459,2023,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
2460,2023,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
2461,2023,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
2462,2023,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
2463,2023,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
2464,2023,"Salmonella Paratyphi infection (Salmonella enterica serotypes Paratyphi A, B [tartrate negative], and C [S. Paratyphi])",https://ndc.services.cdc.gov/conditions/salmonella-paratyphi-infection-salmonella-enterica-serotypes-paratyphi-a-b-tartrate-negative-and-c-s-paratyphi/
2465,2023,Salmonella Typhi infection (Salmonella enterica serotype Typhi),https://ndc.services.cdc.gov/conditions/salmonella-typhi-infection-salmonella-enterica-serotype-typhi/
2466,2023,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
2467,2023,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
2468,2023,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
2469,2023,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
2470,2023,Silicosis,https://ndc.services.cdc.gov/conditions/silicosis/
2471,2023,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
2472,2023,Spotted fever rickettsiosis,https://ndc.services.cdc.gov/conditions/spotted-fever-rickettsiosis/
2473,2023,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
2474,2023,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
2475,2023,"Syphilis, early non-primary non-secondary",https://ndc.services.cdc.gov/conditions/syphilis-early-non-primary-non-secondary/
2476,2023,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
2477,2023,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
2478,2023,"Syphilis, unknown duration or late",https://ndc.services.cdc.gov/conditions/syphilis-unknown-duration-or-late/
2479,2023,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
2480,2023,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
2481,2023,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
2482,2023,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
2483,2023,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
2484,2023,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
2485,2023,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
2486,2023,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
2487,2023,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
2488,2023,Viral hemorrhagic fever,https://ndc.services.cdc.gov/conditions/viral-hemorrhagic-fever/
2489,2023,Crimean-Congo hemorrhagic fever virus,https://ndc.services.cdc.gov/conditions/crimean-congo-hemorrhagic-fever-virus/
2490,2023,Ebola virus,https://ndc.services.cdc.gov/conditions/ebola-virus/
2491,2023,Lassa virus,https://ndc.services.cdc.gov/conditions/lassa-virus/
2492,2023,Lujo virus,https://ndc.services.cdc.gov/conditions/lujo-virus/
2493,2023,Marburg virus,https://ndc.services.cdc.gov/conditions/marburg-virus/
2494,2023,New World arenavirus - Chapare virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-chapare-virus/
2495,2023,New World arenavirus – Guanarito virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-guanarito-virus/
2496,2023,New World arenavirus – Junin virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-junin-virus/
2497,2023,New World arenavirus – Machupo virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-machupo-virus/
2498,2023,New World arenavirus – Sabia virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-sabia-virus/
2499,2023,Waterborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/waterborne-disease-outbreak/
2500,2023,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
2501,2023,Zika virus disease and Zika virus infection,https://ndc.services.cdc.gov/conditions/zika-virus-disease-and-zika-virus-infection/
2502,2023,"Zika virus disease, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-congenital/
2503,2023,"Zika virus disease, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-non-congenital/
2504,2023,"Zika virus infection, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-congenital/
2505,2023,"Zika virus infection, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-non-congenital/
2506,2024,Anaplasmosis,https://ndc.services.cdc.gov/conditions/anaplasmosis/
2507,2024,Anaplasma phagocytophilum,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum/
2508,2024,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
2509,2024,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
2510,2024,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
2511,2024,Chikungunya virus disease,https://ndc.services.cdc.gov/conditions/chikungunya-virus-disease/
2512,2024,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
2513,2024,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
2514,2024,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
2515,2024,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
2516,2024,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
2517,2024,Babesiosis,https://ndc.services.cdc.gov/conditions/babesiosis/
2518,2024,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
2519,2024,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
2520,2024,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
2521,2024,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
2522,2024,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
2523,2024,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
2524,2024,Campylobacteriosis,https://ndc.services.cdc.gov/conditions/campylobacteriosis/
2525,2024,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
2526,2024,"Candida auris, clinical",https://ndc.services.cdc.gov/conditions/candida-auris-clinical/
2527,2024,"Candida auris, screening",https://ndc.services.cdc.gov/conditions/candida-auris-screening/
2528,2024,Carbapenemase-Producing Organisms (CPO),https://ndc.services.cdc.gov/conditions/carbapenemase-producing-organisms-cpo/
2529,2024,"Carbapenemase-Producing Organisms, clinical",https://ndc.services.cdc.gov/conditions/carbapenemase-producing-organisms-clinical/
2530,2024,"Carbapenemase-Producing Organisms, screening",https://ndc.services.cdc.gov/conditions/carbapenemase-producing-organisms-screening/
2531,2024,Carbon monoxide poisoning,https://ndc.services.cdc.gov/conditions/carbon-monoxide-poisoning/
2532,2024,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
2533,2024,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
2534,2024,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
2535,2024,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
2536,2024,Congenital syphilis,https://ndc.services.cdc.gov/conditions/congenital-syphilis/
2537,2024,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
2538,2024,Coronavirus Disease 2019 (COVID-19),https://ndc.services.cdc.gov/conditions/coronavirus-disease-2019-covid-19/
2539,2024,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
2540,2024,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
2541,2024,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
2542,2024,Dengue,https://ndc.services.cdc.gov/conditions/dengue/
2543,2024,Dengue-like illness,https://ndc.services.cdc.gov/conditions/dengue-like-illness/
2544,2024,Severe dengue,https://ndc.services.cdc.gov/conditions/severe-dengue/
2545,2024,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
2546,2024,Ehrlichiosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis/
2547,2024,Ehrlichia chaffeensis,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis/
2548,2024,Ehrlichia ewingii,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii/
2549,2024,Ehrlichia muris eauclairensis,https://ndc.services.cdc.gov/conditions/ehrlichia-muris-eauclairensis/
